# WebDab output on Tue Mar 18 17:53:47 2025
# Datasource: EMEP/CEIP 2025, Emissions as used in EMEP models
# Terms of reference: CC BY 4.0 (https://creativecommons.org/licenses/by/4.0/deed.en)
# Emission category: NFR14/NFR19
# Format: ISO2;YEAR;SECTOR;POLLUTANT;UNIT;NUMBER/FLAG
NO;2001;NATIONAL TOTAL;CO;Gg;575.5758795
HU;2001;NATIONAL TOTAL;CO;Gg;864.5389376
GB;2001;NATIONAL TOTAL;CO;Gg;4328.822203
PT;2001;NATIONAL TOTAL;CO;Gg;618.9556314
LT;2001;NATIONAL TOTAL;CO;Gg;179.697351
DE;2001;NATIONAL TOTAL;CO;Gg;4898.838279
IS;2001;NATIONAL TOTAL;CO;Gg;52.67421828
MT;2001;NATIONAL TOTAL;CO;Gg;18.38713033
NL;2001;NATIONAL TOTAL;CO;Gg;753.4220676
NOA;2001;NATIONAL TOTAL;CO;Gg;3094.78509
KZ;2001;NATIONAL TOTAL;CO;Gg;1392.015902
UA;2001;NATIONAL TOTAL;CO;Gg;3579.05068
BY;2001;NATIONAL TOTAL;CO;Gg;757.820608
MK;2001;NATIONAL TOTAL;CO;Gg;114.2855714
FR;2001;NATIONAL TOTAL;CO;Gg;6459.743519
AST;2001;NATIONAL TOTAL;CO;Gg;10962.79182
CY;2001;NATIONAL TOTAL;CO;Gg;28.36280402
CH;2001;NATIONAL TOTAL;CO;Gg;391.537859
SI;2001;NATIONAL TOTAL;CO;Gg;215.6038985
BG;2001;NATIONAL TOTAL;CO;Gg;371.6153764
ME;2001;NATIONAL TOTAL;CO;Gg;18.151428
RO;2001;NATIONAL TOTAL;CO;Gg;1029.774627
DK;2001;NATIONAL TOTAL;CO;Gg;463.607395
AL;2001;NATIONAL TOTAL;CO;Gg;75.905832
IT;2001;NATIONAL TOTAL;CO;Gg;4511.123748
PL;2001;NATIONAL TOTAL;CO;Gg;3163.006288
CAS;2001;NATIONAL TOTAL;CO;Gg;1.296197883
ES;2001;NATIONAL TOTAL;CO;Gg;2479.727732
EE;2001;NATIONAL TOTAL;CO;Gg;189.4215139
SE;2001;NATIONAL TOTAL;CO;Gg;601.5430755
ATL;2001;NATIONAL TOTAL;CO;Gg;51.40464588
RS;2001;NATIONAL TOTAL;CO;Gg;401.9151861
NOS;2001;NATIONAL TOTAL;CO;Gg;58.98223242
BAS;2001;NATIONAL TOTAL;CO;Gg;22.32328244
AZ;2001;NATIONAL TOTAL;CO;Gg;348.675868
MED;2001;NATIONAL TOTAL;CO;Gg;84.8685675
CZ;2001;NATIONAL TOTAL;CO;Gg;1488.2796
KG;2001;NATIONAL TOTAL;CO;Gg;113.80129
TR;2001;NATIONAL TOTAL;CO;Gg;3411.37631
AM;2001;NATIONAL TOTAL;CO;Gg;147.088616
TJ;2001;NATIONAL TOTAL;CO;Gg;98.087006
HR;2001;NATIONAL TOTAL;CO;Gg;448.5603118
MC;2001;NATIONAL TOTAL;CO;Gg;2.532758797
GE;2001;NATIONAL TOTAL;CO;Gg;130.4333575
MD;2001;NATIONAL TOTAL;CO;Gg;63.12538172
TM;2001;NATIONAL TOTAL;CO;Gg;403.688832
LI;2001;NATIONAL TOTAL;CO;Gg;0.655145104
FI;2001;NATIONAL TOTAL;NH3;Gg;39.6629285
IS;2001;NATIONAL TOTAL;NH3;Gg;4.632275312
UZ;2001;NATIONAL TOTAL;NH3;Gg;139.24568
TM;2001;NATIONAL TOTAL;NH3;Gg;25.332054
MT;2001;NATIONAL TOTAL;NH3;Gg;2.190731396
DK;2001;NATIONAL TOTAL;NH3;Gg;109.3016273
CH;2001;NATIONAL TOTAL;NH3;Gg;62.26005306
UA;2001;NATIONAL TOTAL;NH3;Gg;252.112682
RUE;2001;NATIONAL TOTAL;NH3;Gg;249.8902619
GB;2001;NATIONAL TOTAL;NH3;Gg;293.0800098
NOA;2001;NATIONAL TOTAL;NH3;Gg;336.476781
MK;2001;NATIONAL TOTAL;NH3;Gg;11.69617418
PL;2001;NATIONAL TOTAL;NH3;Gg;345.8998576
CZ;2001;NATIONAL TOTAL;NH3;Gg;88.37877377
LT;2001;NATIONAL TOTAL;NH3;Gg;34.88426313
SK;2001;NATIONAL TOTAL;NH3;Gg;36.9500797
ES;2001;NATIONAL TOTAL;NH3;Gg;564.2516713
DE;2001;NATIONAL TOTAL;NH3;Gg;652.5179428
LU;2001;NATIONAL TOTAL;NH3;Gg;6.786628348
RS;2001;NATIONAL TOTAL;NH3;Gg;101.7273249
NL;2001;NATIONAL TOTAL;NH3;Gg;168.6607971
ME;2001;NATIONAL TOTAL;NH3;Gg;5.732688262
EE;2001;NATIONAL TOTAL;NH3;Gg;9.158469129
RU;2001;NATIONAL TOTAL;NH3;Gg;962.1710742
TR;2001;NATIONAL TOTAL;NH3;Gg;583.8150105
PT;2001;NATIONAL TOTAL;NH3;Gg;65.97494476
HU;2001;NATIONAL TOTAL;NH3;Gg;91.11830224
MD;2001;NATIONAL TOTAL;NH3;Gg;24.07987372
RO;2001;NATIONAL TOTAL;NH3;Gg;170.0199559
AL;2001;NATIONAL TOTAL;NH3;Gg;17.719542
AT;2001;NATIONAL TOTAL;NH3;Gg;67.74995028
LI;2001;NATIONAL TOTAL;NH3;Gg;0.094365083
AZ;2001;NATIONAL TOTAL;NH3;Gg;71.407747
SI;2001;NATIONAL TOTAL;NH3;Gg;20.22240353
KG;2001;NATIONAL TOTAL;NH3;Gg;37.98892674
GE;2001;NATIONAL TOTAL;NH3;Gg;45.70109138
IT;2001;NATIONAL TOTAL;NH3;Gg;517.673015
NO;2001;NATIONAL TOTAL;NH3;Gg;30.09505108
IE;2001;NATIONAL TOTAL;NH3;Gg;125.8871437
AM;2001;NATIONAL TOTAL;NH3;Gg;9.753132
GR;2001;NATIONAL TOTAL;NH3;Gg;81.12884477
BE;2001;NATIONAL TOTAL;NH3;Gg;93.26909601
AST;2001;NATIONAL TOTAL;NH3;Gg;2568.891801
BY;2001;NATIONAL TOTAL;NH3;Gg;110.182988
SE;2001;NATIONAL TOTAL;NH3;Gg;59.11162466
KZ;2001;NATIONAL TOTAL;NH3;Gg;80.407306
HR;2001;NATIONAL TOTAL;NH3;Gg;41.29262114
BA;2001;NATIONAL TOTAL;NH3;Gg;17.005676
LV;2001;NATIONAL TOTAL;NH3;Gg;15.04934082
TJ;2001;NATIONAL TOTAL;NH3;Gg;35.009756
MC;2001;NATIONAL TOTAL;NH3;Gg;0.007169116
CY;2001;NATIONAL TOTAL;NH3;Gg;10.09583264
FR;2001;NATIONAL TOTAL;NH3;Gg;661.2860963
BG;2001;NATIONAL TOTAL;NH3;Gg;54.26701418
RUE;2001;NATIONAL TOTAL;NMVOC;Gg;942.5205043
IT;2001;NATIONAL TOTAL;NMVOC;Gg;1551.388744
MT;2001;NATIONAL TOTAL;NMVOC;Gg;4.662646774
SI;2001;NATIONAL TOTAL;NMVOC;Gg;55.61017597
RO;2001;NATIONAL TOTAL;NMVOC;Gg;312.0811897
BE;2001;NATIONAL TOTAL;NMVOC;Gg;258.0347446
UA;2001;NATIONAL TOTAL;NMVOC;Gg;776.37552
EE;2001;NATIONAL TOTAL;NMVOC;Gg;36.19654556
GB;2001;NATIONAL TOTAL;NMVOC;Gg;1615.557361
BG;2001;NATIONAL TOTAL;NMVOC;Gg;90.64235904
RU;2001;NATIONAL TOTAL;NMVOC;Gg;2771.002093
MED;2001;NATIONAL TOTAL;NMVOC;Gg;12.19557746
AL;2001;NATIONAL TOTAL;NMVOC;Gg;41.262294
KZ;2001;NATIONAL TOTAL;NMVOC;Gg;617.793478
AZ;2001;NATIONAL TOTAL;NMVOC;Gg;148.389926
MC;2001;NATIONAL TOTAL;NMVOC;Gg;0.402105067
CAS;2001;NATIONAL TOTAL;NMVOC;Gg;0.158748594
LT;2001;NATIONAL TOTAL;NMVOC;Gg;46.42081734
ES;2001;NATIONAL TOTAL;NMVOC;Gg;864.3069281
HU;2001;NATIONAL TOTAL;NMVOC;Gg;201.379262
IS;2001;NATIONAL TOTAL;NMVOC;Gg;7.778776116
LU;2001;NATIONAL TOTAL;NMVOC;Gg;16.11415758
BY;2001;NATIONAL TOTAL;NMVOC;Gg;284.202182
FR;2001;NATIONAL TOTAL;NMVOC;Gg;2082.639623
IE;2001;NATIONAL TOTAL;NMVOC;Gg;126.3675591
PT;2001;NATIONAL TOTAL;NMVOC;Gg;246.8377563
NL;2001;NATIONAL TOTAL;NMVOC;Gg;309.4083478
BA;2001;NATIONAL TOTAL;NMVOC;Gg;116.816438
NO;2001;NATIONAL TOTAL;NMVOC;Gg;418.4699448
BLS;2001;NATIONAL TOTAL;NMVOC;Gg;0.883871576
GR;2001;NATIONAL TOTAL;NMVOC;Gg;309.1711442
TR;2001;NATIONAL TOTAL;NMVOC;Gg;1056.47507
TM;2001;NATIONAL TOTAL;NMVOC;Gg;101.584914
AT;2001;NATIONAL TOTAL;NMVOC;Gg;171.8578979
ATL;2001;NATIONAL TOTAL;NMVOC;Gg;7.432607593
CZ;2001;NATIONAL TOTAL;NMVOC;Gg;437.9409968
CY;2001;NATIONAL TOTAL;NMVOC;Gg;13.29002928
DE;2001;NATIONAL TOTAL;NMVOC;Gg;1703.409655
SK;2001;NATIONAL TOTAL;NMVOC;Gg;138.5852844
LI;2001;NATIONAL TOTAL;NMVOC;Gg;0.50005744
DK;2001;NATIONAL TOTAL;NMVOC;Gg;181.618769
AM;2001;NATIONAL TOTAL;NMVOC;Gg;42.86081
BAS;2001;NATIONAL TOTAL;NMVOC;Gg;2.909181627
AST;2001;NATIONAL TOTAL;NMVOC;Gg;4287.850006
GE;2001;NATIONAL TOTAL;NMVOC;Gg;37.26652858
CH;2001;NATIONAL TOTAL;NMVOC;Gg;147.924429
HR;2001;NATIONAL TOTAL;NMVOC;Gg;101.9829125
PL;2001;NATIONAL TOTAL;NMVOC;Gg;799.4236368
TJ;2001;NATIONAL TOTAL;NMVOC;Gg;50.038264
SE;2001;NATIONAL TOTAL;NMVOC;Gg;212.3859327
MD;2001;NATIONAL TOTAL;NMVOC;Gg;36.46306003
FI;2001;NATIONAL TOTAL;NMVOC;Gg;176.0097758
RS;2001;NATIONAL TOTAL;NMVOC;Gg;146.4728019
KG;2001;NATIONAL TOTAL;NMVOC;Gg;42.26471994
ME;2001;NATIONAL TOTAL;NMVOC;Gg;7.438592
MK;2001;NATIONAL TOTAL;NMVOC;Gg;40.88612198
UZ;2001;NATIONAL TOTAL;NMVOC;Gg;329.689254
NOA;2001;NATIONAL TOTAL;NMVOC;Gg;1927.254342
LV;2001;NATIONAL TOTAL;NMVOC;Gg;55.43602001
NOS;2001;NATIONAL TOTAL;NMVOC;Gg;6.897985058
DK;2001;NATIONAL TOTAL;NOx;Gg;219.5224131
NL;2001;NATIONAL TOTAL;NOx;Gg;478.9120178
ATL;2001;NATIONAL TOTAL;NOx;Gg;1027.493387
PT;2001;NATIONAL TOTAL;NOx;Gg;298.1526183
NOS;2001;NATIONAL TOTAL;NOx;Gg;806.6750968
TR;2001;NATIONAL TOTAL;NOx;Gg;1024.505008
NO;2001;NATIONAL TOTAL;NOx;Gg;212.5980971
TJ;2001;NATIONAL TOTAL;NOx;Gg;16.440534
IS;2001;NATIONAL TOTAL;NOx;Gg;27.48548525
MD;2001;NATIONAL TOTAL;NOx;Gg;20.69402049
CH;2001;NATIONAL TOTAL;NOx;Gg;100.1784278
DE;2001;NATIONAL TOTAL;NOx;Gg;1810.83395
FR;2001;NATIONAL TOTAL;NOx;Gg;1780.316839
LV;2001;NATIONAL TOTAL;NOx;Gg;47.00421456
FI;2001;NATIONAL TOTAL;NOx;Gg;244.6553985
SE;2001;NATIONAL TOTAL;NOx;Gg;212.0178417
BAS;2001;NATIONAL TOTAL;NOx;Gg;360.0870737
NOA;2001;NATIONAL TOTAL;NOx;Gg;748.7097979
KZ;2001;NATIONAL TOTAL;NOx;Gg;476.776076
LT;2001;NATIONAL TOTAL;NOx;Gg;63.10163442
MT;2001;NATIONAL TOTAL;NOx;Gg;8.367027715
RS;2001;NATIONAL TOTAL;NOx;Gg;151.5020389
RU;2001;NATIONAL TOTAL;NOx;Gg;3649.50154
GB;2001;NATIONAL TOTAL;NOx;Gg;1896.910415
IE;2001;NATIONAL TOTAL;NOx;Gg;179.055952
ME;2001;NATIONAL TOTAL;NOx;Gg;1.81554
HR;2001;NATIONAL TOTAL;NOx;Gg;86.51100261
MC;2001;NATIONAL TOTAL;NOx;Gg;0.477024279
CY;2001;NATIONAL TOTAL;NOx;Gg;22.37692856
ES;2001;NATIONAL TOTAL;NOx;Gg;1302.034858
MK;2001;NATIONAL TOTAL;NOx;Gg;40.90091498
GE;2001;NATIONAL TOTAL;NOx;Gg;17.63109609
BY;2001;NATIONAL TOTAL;NOx;Gg;228.092604
BLS;2001;NATIONAL TOTAL;NOx;Gg;109.7745951
SK;2001;NATIONAL TOTAL;NOx;Gg;112.222449
AT;2001;NATIONAL TOTAL;NOx;Gg;223.3034251
RO;2001;NATIONAL TOTAL;NOx;Gg;328.6097858
AL;2001;NATIONAL TOTAL;NOx;Gg;22.139556
PL;2001;NATIONAL TOTAL;NOx;Gg;828.9628396
UA;2001;NATIONAL TOTAL;NOx;Gg;1149.565984
RUE;2001;NATIONAL TOTAL;NOx;Gg;1023.948044
BE;2001;NATIONAL TOTAL;NOx;Gg;350.6904064
BG;2001;NATIONAL TOTAL;NOx;Gg;157.6917561
BA;2001;NATIONAL TOTAL;NOx;Gg;45.884188
HU;2001;NATIONAL TOTAL;NOx;Gg;188.6033604
CAS;2001;NATIONAL TOTAL;NOx;Gg;12.55912692
AZ;2001;NATIONAL TOTAL;NOx;Gg;103.87169
EE;2001;NATIONAL TOTAL;NOx;Gg;48.64882982
AST;2001;NATIONAL TOTAL;NOx;Gg;2786.831833
UZ;2001;NATIONAL TOTAL;NOx;Gg;466.22621
GR;2001;NATIONAL TOTAL;NOx;Gg;457.0191135
IT;2001;NATIONAL TOTAL;NOx;Gg;1475.912319
AM;2001;NATIONAL TOTAL;NOx;Gg;17.411564
LI;2001;NATIONAL TOTAL;NOx;Gg;0.524177126
KG;2001;NATIONAL TOTAL;NOx;Gg;29.415476
MED;2001;NATIONAL TOTAL;NOx;Gg;1645.433205
CZ;2001;NATIONAL TOTAL;NOx;Gg;308.4680604
TM;2001;NATIONAL TOTAL;NOx;Gg;145.997998
SI;2001;NATIONAL TOTAL;NOx;Gg;59.43322408
LU;2001;NATIONAL TOTAL;NOx;Gg;43.52985956
NO;2001;NATIONAL TOTAL;PM2.5;Gg;43.24467804
UA;2001;NATIONAL TOTAL;PM2.5;Gg;389.72729
MC;2001;NATIONAL TOTAL;PM2.5;Gg;0.019608555
BAS;2001;NATIONAL TOTAL;PM2.5;Gg;8.29233178
AST;2001;NATIONAL TOTAL;PM2.5;Gg;784.9556855
CH;2001;NATIONAL TOTAL;PM2.5;Gg;16.35162721
KG;2001;NATIONAL TOTAL;PM2.5;Gg;11.67972801
PL;2001;NATIONAL TOTAL;PM2.5;Gg;305.8237382
IE;2001;NATIONAL TOTAL;PM2.5;Gg;19.133386
ATL;2001;NATIONAL TOTAL;PM2.5;Gg;21.85420886
RU;2001;NATIONAL TOTAL;PM2.5;Gg;391.9514259
EE;2001;NATIONAL TOTAL;PM2.5;Gg;10.08278075
BG;2001;NATIONAL TOTAL;PM2.5;Gg;32.48182119
HU;2001;NATIONAL TOTAL;PM2.5;Gg;51.60789716
IT;2001;NATIONAL TOTAL;PM2.5;Gg;194.8385007
HR;2001;NATIONAL TOTAL;PM2.5;Gg;38.39310694
ES;2001;NATIONAL TOTAL;PM2.5;Gg;180.0980288
AL;2001;NATIONAL TOTAL;PM2.5;Gg;9.388586
RS;2001;NATIONAL TOTAL;PM2.5;Gg;39.83781813
BY;2001;NATIONAL TOTAL;PM2.5;Gg;56.629714
LT;2001;NATIONAL TOTAL;PM2.5;Gg;9.605783593
BLS;2001;NATIONAL TOTAL;PM2.5;Gg;2.291828501
CAS;2001;NATIONAL TOTAL;PM2.5;Gg;0.284309884
MED;2001;NATIONAL TOTAL;PM2.5;Gg;35.37239092
MT;2001;NATIONAL TOTAL;PM2.5;Gg;0.783961854
LI;2001;NATIONAL TOTAL;PM2.5;Gg;0.032177259
DE;2001;NATIONAL TOTAL;PM2.5;Gg;157.9614328
MK;2001;NATIONAL TOTAL;PM2.5;Gg;18.5545445
SK;2001;NATIONAL TOTAL;PM2.5;Gg;43.26643129
FR;2001;NATIONAL TOTAL;PM2.5;Gg;379.2335955
NL;2001;NATIONAL TOTAL;PM2.5;Gg;33.67234586
AZ;2001;NATIONAL TOTAL;PM2.5;Gg;15.489794
TR;2001;NATIONAL TOTAL;PM2.5;Gg;362.47134
TM;2001;NATIONAL TOTAL;PM2.5;Gg;13.757768
LU;2001;NATIONAL TOTAL;PM2.5;Gg;2.612980108
ME;2001;NATIONAL TOTAL;PM2.5;Gg;2.47268
RUE;2001;NATIONAL TOTAL;PM2.5;Gg;83.46187999
IS;2001;NATIONAL TOTAL;PM2.5;Gg;1.521278359
BA;2001;NATIONAL TOTAL;PM2.5;Gg;42.013378
BE;2001;NATIONAL TOTAL;PM2.5;Gg;39.23828366
TJ;2001;NATIONAL TOTAL;PM2.5;Gg;10.177328
GR;2001;NATIONAL TOTAL;PM2.5;Gg;69.6852999
LV;2001;NATIONAL TOTAL;PM2.5;Gg;28.29455947
CZ;2001;NATIONAL TOTAL;PM2.5;Gg;87.08079058
SE;2001;NATIONAL TOTAL;PM2.5;Gg;34.26424608
GE;2001;NATIONAL TOTAL;PM2.5;Gg;24.532768
FI;2001;NATIONAL TOTAL;PM2.5;Gg;26.76140641
UZ;2001;NATIONAL TOTAL;PM2.5;Gg;59.256116
CY;2001;NATIONAL TOTAL;PM2.5;Gg;2.2551841
AM;2001;NATIONAL TOTAL;PM2.5;Gg;11.246524
GB;2001;NATIONAL TOTAL;PM2.5;Gg;132.1390053
NOA;2001;NATIONAL TOTAL;PM2.5;Gg;149.8640698
SI;2001;NATIONAL TOTAL;PM2.5;Gg;16.58461818
RO;2001;NATIONAL TOTAL;PM2.5;Gg;87.22016887
KZ;2001;NATIONAL TOTAL;PM2.5;Gg;145.258518
NOS;2001;NATIONAL TOTAL;PM2.5;Gg;18.42406477
AT;2001;NATIONAL TOTAL;PM2.5;Gg;24.57106088
PT;2001;NATIONAL TOTAL;PM2.5;Gg;62.79357343
DK;2001;NATIONAL TOTAL;PM2.5;Gg;20.79280896
MD;2001;NATIONAL TOTAL;PM2.5;Gg;4.309648103
SE;2001;NATIONAL TOTAL;PMcoarse;Gg;31.29528193
CY;2001;NATIONAL TOTAL;PMcoarse;Gg;2.263243973
AZ;2001;NATIONAL TOTAL;PMcoarse;Gg;4.770376
UA;2001;NATIONAL TOTAL;PMcoarse;Gg;190.129002
KZ;2001;NATIONAL TOTAL;PMcoarse;Gg;126.49854
SI;2001;NATIONAL TOTAL;PMcoarse;Gg;3.844158558
MD;2001;NATIONAL TOTAL;PMcoarse;Gg;2.530686188
GB;2001;NATIONAL TOTAL;PMcoarse;Gg;96.70435032
UZ;2001;NATIONAL TOTAL;PMcoarse;Gg;20.544226
CAS;2001;NATIONAL TOTAL;PMcoarse;Gg;0.121286074
MC;2001;NATIONAL TOTAL;PMcoarse;Gg;0.008612057
PT;2001;NATIONAL TOTAL;PMcoarse;Gg;25.19563119
ES;2001;NATIONAL TOTAL;PMcoarse;Gg;118.1141858
NL;2001;NATIONAL TOTAL;PMcoarse;Gg;15.1054671
RUE;2001;NATIONAL TOTAL;PMcoarse;Gg;38.78100711
RO;2001;NATIONAL TOTAL;PMcoarse;Gg;34.43102754
GE;2001;NATIONAL TOTAL;PMcoarse;Gg;3.253622
LV;2001;NATIONAL TOTAL;PMcoarse;Gg;4.701603145
PL;2001;NATIONAL TOTAL;PMcoarse;Gg;125.2617619
FR;2001;NATIONAL TOTAL;PMcoarse;Gg;105.6123761
ME;2001;NATIONAL TOTAL;PMcoarse;Gg;1.084854
KG;2001;NATIONAL TOTAL;PMcoarse;Gg;19.11558649
HR;2001;NATIONAL TOTAL;PMcoarse;Gg;11.19057795
MT;2001;NATIONAL TOTAL;PMcoarse;Gg;0.513916349
BG;2001;NATIONAL TOTAL;PMcoarse;Gg;24.55363389
NO;2001;NATIONAL TOTAL;PMcoarse;Gg;19.33585057
AL;2001;NATIONAL TOTAL;PMcoarse;Gg;2.026702
IT;2001;NATIONAL TOTAL;PMcoarse;Gg;95.01126066
BA;2001;NATIONAL TOTAL;PMcoarse;Gg;16.925718
IS;2001;NATIONAL TOTAL;PMcoarse;Gg;1.962242454
TJ;2001;NATIONAL TOTAL;PMcoarse;Gg;3.664946
TM;2001;NATIONAL TOTAL;PMcoarse;Gg;3.432272
FI;2001;NATIONAL TOTAL;PMcoarse;Gg;16.91427586
LI;2001;NATIONAL TOTAL;PMcoarse;Gg;0.016139831
EE;2001;NATIONAL TOTAL;PMcoarse;Gg;15.61011207
RU;2001;NATIONAL TOTAL;PMcoarse;Gg;467.4849141
DE;2001;NATIONAL TOTAL;PMcoarse;Gg;122.9065598
CZ;2001;NATIONAL TOTAL;PMcoarse;Gg;19.72212965
NOA;2001;NATIONAL TOTAL;PMcoarse;Gg;87.27906664
HU;2001;NATIONAL TOTAL;PMcoarse;Gg;25.72415479
BE;2001;NATIONAL TOTAL;PMcoarse;Gg;17.69409971
DK;2001;NATIONAL TOTAL;PMcoarse;Gg;11.61113785
AT;2001;NATIONAL TOTAL;PMcoarse;Gg;15.85651631
SK;2001;NATIONAL TOTAL;PMcoarse;Gg;9.599151038
TR;2001;NATIONAL TOTAL;PMcoarse;Gg;122.78431
MK;2001;NATIONAL TOTAL;PMcoarse;Gg;9.459836836
BY;2001;NATIONAL TOTAL;PMcoarse;Gg;22.533778
AST;2001;NATIONAL TOTAL;PMcoarse;Gg;509.7303543
LU;2001;NATIONAL TOTAL;PMcoarse;Gg;0.624971642
GR;2001;NATIONAL TOTAL;PMcoarse;Gg;62.36638943
RS;2001;NATIONAL TOTAL;PMcoarse;Gg;13.67930741
IE;2001;NATIONAL TOTAL;PMcoarse;Gg;14.22103216
LT;2001;NATIONAL TOTAL;PMcoarse;Gg;15.04167812
AM;2001;NATIONAL TOTAL;PMcoarse;Gg;1.585062
CH;2001;NATIONAL TOTAL;PMcoarse;Gg;7.578347663
CAS;2001;NATIONAL TOTAL;SOx;Gg;4.218468832
PT;2001;NATIONAL TOTAL;SOx;Gg;277.3928135
IS;2001;NATIONAL TOTAL;SOx;Gg;36.2980644
LU;2001;NATIONAL TOTAL;SOx;Gg;4.247826219
DK;2001;NATIONAL TOTAL;SOx;Gg;29.79899309
LI;2001;NATIONAL TOTAL;SOx;Gg;0.041738875
UA;2001;NATIONAL TOTAL;SOx;Gg;1434.810862
BAS;2001;NATIONAL TOTAL;SOx;Gg;230.5786261
RO;2001;NATIONAL TOTAL;SOx;Gg;509.4065464
BLS;2001;NATIONAL TOTAL;SOx;Gg;52.28039993
FI;2001;NATIONAL TOTAL;SOx;Gg;95.89822987
MED;2001;NATIONAL TOTAL;SOx;Gg;960.8878961
KZ;2001;NATIONAL TOTAL;SOx;Gg;957.584374
AM;2001;NATIONAL TOTAL;SOx;Gg;1.43495
BG;2001;NATIONAL TOTAL;SOx;Gg;1024.043555
FR;2001;NATIONAL TOTAL;SOx;Gg;560.1632414
RUE;2001;NATIONAL TOTAL;SOx;Gg;823.6596236
GB;2001;NATIONAL TOTAL;SOx;Gg;1220.53235
GR;2001;NATIONAL TOTAL;SOx;Gg;573.8031398
IE;2001;NATIONAL TOTAL;SOx;Gg;142.6466895
ES;2001;NATIONAL TOTAL;SOx;Gg;1329.554059
IT;2001;NATIONAL TOTAL;SOx;Gg;704.7649784
SE;2001;NATIONAL TOTAL;SOx;Gg;41.26874443
RU;2001;NATIONAL TOTAL;SOx;Gg;2222.473933
MK;2001;NATIONAL TOTAL;SOx;Gg;108.2266069
LT;2001;NATIONAL TOTAL;SOx;Gg;42.14650647
SK;2001;NATIONAL TOTAL;SOx;Gg;124.4734167
AL;2001;NATIONAL TOTAL;SOx;Gg;10.208928
HU;2001;NATIONAL TOTAL;SOx;Gg;346.3466126
PL;2001;NATIONAL TOTAL;SOx;Gg;1253.946972
CY;2001;NATIONAL TOTAL;SOx;Gg;45.09397516
NOA;2001;NATIONAL TOTAL;SOx;Gg;811.0124638
RS;2001;NATIONAL TOTAL;SOx;Gg;458.6646308
KG;2001;NATIONAL TOTAL;SOx;Gg;25.215706
ME;2001;NATIONAL TOTAL;SOx;Gg;35.4844793
HR;2001;NATIONAL TOTAL;SOx;Gg;59.12024628
NL;2001;NATIONAL TOTAL;SOx;Gg;79.29764081
BE;2001;NATIONAL TOTAL;SOx;Gg;164.9719138
ATL;2001;NATIONAL TOTAL;SOx;Gg;579.9103266
MC;2001;NATIONAL TOTAL;SOx;Gg;0.068457765
EE;2001;NATIONAL TOTAL;SOx;Gg;90.61286288
MT;2001;NATIONAL TOTAL;SOx;Gg;11.48623632
CH;2001;NATIONAL TOTAL;SOx;Gg;17.12755895
UZ;2001;NATIONAL TOTAL;SOx;Gg;339.728346
NO;2001;NATIONAL TOTAL;SOx;Gg;25.23407862
CZ;2001;NATIONAL TOTAL;SOx;Gg;228.675748
TM;2001;NATIONAL TOTAL;SOx;Gg;75.864716
AZ;2001;NATIONAL TOTAL;SOx;Gg;193.999846
SI;2001;NATIONAL TOTAL;SOx;Gg;63.32036161
BA;2001;NATIONAL TOTAL;SOx;Gg;199.5633
NOS;2001;NATIONAL TOTAL;SOx;Gg;436.0932192
DE;2001;NATIONAL TOTAL;SOx;Gg;622.0488096
LV;2001;NATIONAL TOTAL;SOx;Gg;14.31890629
AT;2001;NATIONAL TOTAL;SOx;Gg;32.38299258
TJ;2001;NATIONAL TOTAL;SOx;Gg;7.366008
BY;2001;NATIONAL TOTAL;SOx;Gg;150.790716
AST;2001;NATIONAL TOTAL;SOx;Gg;2871.945919
TR;2001;NATIONAL TOTAL;SOx;Gg;1787.94545
GE;2001;NATIONAL TOTAL;SOx;Gg;10.427144
MD;2001;NATIONAL TOTAL;SOx;Gg;3.562679225
SK;2002;NATIONAL TOTAL;CO;Gg;493.711255
PT;2002;NATIONAL TOTAL;CO;Gg;598.4775398
MC;2002;NATIONAL TOTAL;CO;Gg;2.320419133
NOS;2002;NATIONAL TOTAL;CO;Gg;58.48565593
NOA;2002;NATIONAL TOTAL;CO;Gg;3230.577084
AZ;2002;NATIONAL TOTAL;CO;Gg;368.226436
LV;2002;NATIONAL TOTAL;CO;Gg;240.5553595
UA;2002;NATIONAL TOTAL;CO;Gg;3673.80864
CZ;2002;NATIONAL TOTAL;CO;Gg;1411.567172
KZ;2002;NATIONAL TOTAL;CO;Gg;1401.618184
RS;2002;NATIONAL TOTAL;CO;Gg;402.5608514
CH;2002;NATIONAL TOTAL;CO;Gg;365.028135
BG;2002;NATIONAL TOTAL;CO;Gg;417.0647461
ES;2002;NATIONAL TOTAL;CO;Gg;2258.85678
BA;2002;NATIONAL TOTAL;CO;Gg;259.695744
KG;2002;NATIONAL TOTAL;CO;Gg;125.76954
TM;2002;NATIONAL TOTAL;CO;Gg;428.661874
NO;2002;NATIONAL TOTAL;CO;Gg;568.418657
LU;2002;NATIONAL TOTAL;CO;Gg;45.71968544
RO;2002;NATIONAL TOTAL;CO;Gg;1034.410631
GR;2002;NATIONAL TOTAL;CO;Gg;960.0374466
TJ;2002;NATIONAL TOTAL;CO;Gg;103.508422
LT;2002;NATIONAL TOTAL;CO;Gg;181.0722493
AL;2002;NATIONAL TOTAL;CO;Gg;76.806884
FI;2002;NATIONAL TOTAL;CO;Gg;577.4971854
ME;2002;NATIONAL TOTAL;CO;Gg;33.316596
